title,description,label_int,label
Els Shoots a 64 to Move Two Clear at Mount Juliet," THOMASTOWN, Ireland (Reuters) - World number three Ernie  Els overcame difficult weather conditions to fire a sparkling  eight-under-par 64 and move two shots clear after two rounds of  the WGC-American Express Championship Friday.",2,Sports
NBA Wrap: Lakers Rally to Beat Rockets,Lamar Odom supplemented 20 points with 13 rebounds and Kobe Bryant added 19 points to overcome a big night from Yao Ming as the Los Angeles Lakers ground out an 84-79 win over the Rockets in Houston Saturday.,2,Sports
Movie critical of the treatment of Muslim women created an outrage,"AMSTERDAM, NETHERLANDS - A Dutch filmmaker who outraged members of the Muslim community by making a film critical of the mistreatment of women in Islamic society was gunned down and stabbed to death Tuesday on an Amsterdam street.",1,World
Microsoft Xbox Live Traffic Quadruples Following Halo-2 Launch,"Microsoft Xbox Live traffic on service provider networks quadrupled following the November 9th launch of Halo-II -- which set entertainment industry records by selling 2.4-million units in the US and Canada on the first day of availability, driving cash ",4,Sci/Tech
Business News for Technology Leaders Judge Cuts Legal Fees in &lt;b&gt;...&lt;/b&gt;,Lawyers in a California class action suit against Microsoft will get less than half the payout they had hoped for. A judge in San Francisco ruled that the attorneys will collect only \$112.,4,Sci/Tech
Google Browser May Be Reality,"Google Browser May Become Reality\\There has been much fanfare in the Mozilla fan camps about the possibility of Google using Mozilla browser technology to produce a GBrowser - the Google Browser. Over the past two weeks, the news and speculation has escalated to the point where even Google itself is ...",4,Sci/Tech
Metro hit by slowdown,"Metro, Germany's biggest retailer, turns in weaker-than-expected profits as sales at its core supermarkets division dip lower.",3,Business
Federer wins rain-soaked Masters,"It rained Sunday, of course, and but another soppy, sloppy gray day at Westside Tennis Club did nothing to deter Roger Federer from his appointed rounds.",2,Sports
HP partners Brocade on Bladesystem servers,Hewlett-Packard has joined with Brocade to integrate Brocade #39;s storage area network switching technology into HP Bladesystem servers to reduce the amount of fabric infrastructure needed in a datacentre.,4,Sci/Tech
Zimbabwean MP jailed for a year after shoving minister,Zimbabwe #39;s most persecuted white MP began a year of hard labour last night after parliament voted to jail him for shoving the Justice Minister during a debate over land seizures.,1,World
\$12 million payment over allegations in sales to military &lt;b&gt;...&lt;/b&gt;,BOSTON (CBS.MW) -- First Command has reached a \$12 million settlement with federal regulators for making misleading statements and omitting important information when selling mutual funds to US military personnel.,3,Business
New pension law makes life tougher for old-timers,A smashing blow is being dealt to thousands of future pensioners by a law that has just been brought into force by the Federal Government.,1,World
Senate Panel Backs Subsidies for Digital TV,"The US Senate Commerce Committee on Wednesday approved a measure that would provide up to \$1 billion to ensure consumers can still watch television when broadcasters switch to new, crisp digital signals.",4,Sci/Tech
Mauresmo through to Advanta final,Amelie Mauresmo was handed a place in the Advanta Championships final after Maria Sharapova withdrew from their semi-final because of injury.,2,Sports
Israeli Helicopter Fires at Gaza Building (AP),"AP - An Israeli helicopter fired two missiles in Gaza City after nightfall Wednesday, one at a building in the Zeitoun neighborhood, witnesses said, setting a fire.",1,World
"Despite Google's Glitter, Other Dot-Coms Face Risks (Reuters)","Reuters - Internet stocks are\as volatile as ever, with growth-starved investors flocking to\the sector in the hope they've bought shares in the next online\blue chip.",4,Sci/Tech
Lenders and U.S. Tighten Screws on Struggling Airlines,"The federal government, banks and aircraft lenders are putting the clamps on airlines, particularly those operating under bankruptcy protection.",3,Business
Euro Disney rides to new low with a 145m loss,"EURO DISNEY, the financially crippled French theme park operator, has admitted that its annual losses more than doubled last financial year as it was hit by a surge in costs.",3,Business
Zo Seeks Another Comeback with Nets," EAST RUTHERFORD, New Jersey (Sports Network) - Retired NBA  center and seven-time All- Star Alonzo Mourning is going to  give his playing career one more shot.",2,Sports
Russian Space Agency to Supply Equipment for NASAs Mars Rover,"NASA has released an inventory of the scientific devices to be put on board the Mars Science Laboratory rover scheduled to land on the surface of Mars in 2009, NASAs news release reads.",4,Sci/Tech
"Cisco CEO calls for education reform, broadband push","The U.S. Congress needs to invest more in the U.S. education system and do more to encourage broadband adoption, the chief executive of Cisco said Wednesday.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;9228975;9651165;a?http://www.infoworld.com/spotlights/sbc/main.html?lpid0103035400730000idlp""&gt;SBC Case Study: Crate   Barrel&lt;/a&gt;&lt;br/&gt;What sold them on improving their network? A system that could cut management costs from the get-go. Find out more.&lt;/p&gt;",4,Sci/Tech
Manila appeals for storm relief; weather improves,"The Philippines put the toll at more than 1,000 dead or missing in four storms in two weeks but, even with a break in the weather on Saturday ",1,World
Explosions in Madrid After ETA Bomb Threat - Radio (Reuters),"Reuters - Four explosions were reported at petrol\stations in the Madrid area on Friday, Spanish radio stations\said, following a phone warning in the name of the armed Basque\separatist group ETA to a Basque newspaper.",1,World
5th China air show to open next week,"Thirty-two countries and regions will participate the Fifth China International Aviation and Aerospace Exhibition, opening Nov. 1 in Zhuhai, a city in south China #39;s Guangdong Province.",4,Sci/Tech
"Glock in at Jordan, Pantano out",Jordan have confirmed that Timo Glock will replace Giorgio Pantano for this weekend #39;s Chinese GP as the team has terminated its contract with Pantano.,2,Sports
Jeanne Bears Down on Fla.; Thousands Flee,"WEST PALM BEACH, Fla. - Hurricane Jeanne got stronger, bigger and faster as it battered the Bahamas and bore down on Florida Saturday, sending huge waves crashing onto beaches and forcing thousands into shelters just weeks after Frances ravaged this area...",1,World
Virgin launches mp3 player,"p2pnet.net News:- Virgin Electronics has joined the mp3 race with a \$250, five gig player which also handles Microsoft #39;s WMA format.",4,Sci/Tech
TSA backs off no-bid contract plan for airport security equipment,WASHINGTON The idea of a no-bid contract for maintaining airport security equipment has turned into a non-starter for the Transportation Security Administration.,3,Business
Eyetech Awaits FDA Panel Vote,Eyetech (EYET:Nasdaq - news - research) did not open for trading Friday because a Food and Drug Administration advisory committee is meeting to review the small New York-based biotech #39;s experimental eye disease drug.,3,Business
Wake Forest comes up short again,"The continuing heartache of Wake Forest #39;s ACC football season was best described by fifth-ranked Florida State coach Bobby Bowden, after his Seminoles had edged the Deacons 20-17 Saturday at Groves Stadium.",2,Sports
Financier was grim reaper: Market-timing crime profited after 9/11,"On September 13, 2001, most Americans were still reeling from the shock of the terrorist attacks on New York and the Pentagon two days before.",3,Business
Security concerns put MSN Messenger beta on hold,"Microsoft has suspended the beta testing of the next version of its MSN Messenger client because of a potential security problem, a company spokeswoman said Wednesday.",4,Sci/Tech
Oracle Slams PeopleSoft Board on Takeover (AP),"AP - Business software maker Oracle Corp. attacked the credibility and motives of PeopleSoft Inc.'s board of directors Monday, hoping to rally investor support as the 17-month takeover battle between the bitter business software rivals nears a climactic showdown.",4,Sci/Tech
Dementieva Advances to U.S. Open Semis,"NEW YORK - Elena Dementieva shook off a subpar serve that produced 15 double-faults, an aching left thigh and an upset stomach to advance to the semifinals at the U.S. Open with a 4-6, 6-4, 7-6 (1) victory Tuesday over Amelie Mauresmo...",1,World
White-hot Lane but Gunners survive,"THE glory days have returned to White Hart Lane. When Spurs new first-team coach Martin Jol promised a return to the traditions of the 1960s, nobody could have believed he was so determined to act so quickly and so literally.",2,Sports
New worm takes your picture,A new worm has been discovered in the wild that #39;s not just settling for invading users #39; PCs--it wants to invade their homes too.,4,Sci/Tech
